CSV Source,Policy Name,Mapped Section,Confidence,Accuracy,AI Rationale
mapped_policies_output_hf_lexical.csv,Azure Key Vault Public Network Access Control,Page 2,0.96,High,Content mapped to PDF section on page 2 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Azure Key Vault Purge protection is not enabled,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Key Vault Role Based Access control is disabled,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Key Vault audit logging is disabled,Page 2,0.91,High,Content mapped to PDF section on page 2 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Azure Key Vault is not recoverable,Page 3,0.84,High,Content mapped to PDF section on page 3 with confidence 0.84.
mapped_policies_output_hf_lexical.csv,Azure Key Vault secret has no expiration date (Non-RBAC Key vault),Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Key Vault secret has no expiration date (RBAC Key vault),Page 5,0.98,High,Content mapped to PDF section on page 5 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Key Vault secrets does not have expiration date,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Key vault Private endpoint connection is not configured,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Key vault used for machine learning workspace secrets storage is not enabled with audit logging,Page 4,0.8,High,Content mapped to PDF section on page 4 with confidence 0.8.
mapped_policies_output_hf_lexical.csv,Azure Key vaults diagnostics logs are disabled,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Kubernetes Cluster (AKS) Nodes Do Not Use Scale Sets,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Kubernetes Cluster (AKS) Nodes Don't Limit the Maximum Pods to Greater than 50,Page 4,0.89,High,Content mapped to PDF section on page 4 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Azure Kubernetes Service (AKS) local admin account is enabled,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Lateral Movement Through SSH Key Replacement and Managed Identity Exploitation on VM,Page 4,0.82,High,Content mapped to PDF section on page 4 with confidence 0.82.
mapped_policies_output_hf_lexical.csv,Azure Lateral Movement via VM Command Execution Leveraging Managed Identity,Page 4,0.9,High,Content mapped to PDF section on page 4 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Azure Linux and Windows Virtual Machines does not utilize Managed Disks,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure Linux scale set does not use an SSH key,Page 2,0.92,High,Content mapped to PDF section on page 2 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure Load Balancer diagnostics logs are disabled,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Log Analytics workspace configured with overly permissive network access,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Azure Log analytics linked storage account is not configured with CMK encryption,Page 4,0.89,High,Content mapped to PDF section on page 4 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Azure Logic App does not utilize HTTP 2.0 version,Page 2,0.96,High,Content mapped to PDF section on page 2 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Azure Logic app configured with public network access,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Logic app does not redirect HTTP requests to HTTPS,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Logic app is not configured with managed identity,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Logic app using insecure TLS version,Page 2,0.92,High,Content mapped to PDF section on page 2 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure Machine Learning Compute Cluster Local Authentication is enabled,Page 4,0.93,High,Content mapped to PDF section on page 4 with confidence 0.93.
mapped_policies_output_hf_lexical.csv,Azure Machine Learning Compute Cluster Minimum Nodes is not set to 0,Page 4,0.97,High,Content mapped to PDF section on page 4 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Azure Machine Learning Workspace is publicly accessible,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Machine Learning compute instance not configured inside virtual network,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Azure Machine Learning compute instance not running latest OS Image Version,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Azure Machine Learning compute instance with local authentication enabled,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,Azure Machine Learning web service API key detected in code,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Machine Learning workspace Storage account Datastore using Account key based authentication,Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,Azure Machine Learning workspace not configured with user-assigned managed identity,Page 4,0.86,High,Content mapped to PDF section on page 4 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Azure Machine Learning workspace not encrypted with Customer Managed Key (CMK),Page 4,0.92,High,Content mapped to PDF section on page 4 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure Machine Learning workspace not enforced with Managed Virtual Network Isolation,Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Azure Machine learning compute instance configured with public IP,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Machine learning workspace configured with high business impact data have unrestricted network access,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Azure Machine learning workspace configured with overly permissive network access,Page 4,0.86,High,Content mapped to PDF section on page 4 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Azure Machine learning workspace is not configured with private endpoint,Page 4,0.92,High,Content mapped to PDF section on page 4 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure Managed Identity (user assigned or system assigned) with broad Key Vault access through Built-in Azure roles,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Azure Managed Identity (user assigned or system assigned) with broad Key Vault management access,Page 4,0.82,High,Content mapped to PDF section on page 4 with confidence 0.82.
mapped_policies_output_hf_lexical.csv,Azure Managed Identity (user assigned or system assigned) with the Azure built-in roles of Contributor,Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,Azure Managed Identity (user assigned or system assigned) with the Azure built-in roles of Owner,Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,Azure Managed Identity (user assigned or system assigned) with the Azure built-in roles of Reader,Page 4,0.82,High,Content mapped to PDF section on page 4 with confidence 0.82.
mapped_policies_output_hf_lexical.csv,Azure Managed Identity with permissions to manage Azure permissions broadly that was unused in the last 90 days,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Azure MariaDB database server not using latest TLS version,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure MariaDB database server with SSL connection disabled,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud Defender plans is set to Off,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud JIT network access monitoring is set to disabled,Page 4,0.87,High,Content mapped to PDF section on page 4 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud MCAS integration Disabled,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud WDATP integration Disabled,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud adaptive application controls monitoring is set to disabled,Page 4,0.8,High,Content mapped to PDF section on page 4 with confidence 0.8.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud disk encryption monitoring is set to disabled,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud email notification for subscription owner is not set,Page 4,0.84,High,Content mapped to PDF section on page 4 with confidence 0.84.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud endpoint protection monitoring is set to disabled,Page 4,0.86,High,Content mapped to PDF section on page 4 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud is set to Off for App Service,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud is set to Off for Azure SQL Databases,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud is set to Off for Container Registries,Page 4,0.92,High,Content mapped to PDF section on page 4 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud is set to Off for Key Vault,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud is set to Off for SQL servers on machines,Page 4,0.92,High,Content mapped to PDF section on page 4 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud is set to Off for Servers,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud is set to Off for Storage,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud security alert email notifications is not set,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud security configurations monitoring is set to disabled,Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,Azure Microsoft Defender for Cloud security contact additional email is not set,Page 4,0.89,High,Content mapped to PDF section on page 4 with confidence 0.89.
