Policy Name,Confidence Score
Azure Storage account diagnostic setting for queue is disabled,72
Azure Storage account diagnostic setting for table is disabled,72
Azure Storage account encryption key configured by access policy with privileged operations,71
Azure Storage account encryption key is not rotated regularly,67
Azure Storage account is not configured with private endpoint connection,66
Azure Storage account key expiration policy is not configured,68
Azure Storage account not configured with SAS expiration policy,66
Azure Storage account soft delete is disabled,66
Azure Storage account with cross tenant replication enabled,68
Azure Subscription Key detected in code,65
Azure Synapse SQL Pool does not have a security alert policy,70
Azure Synapse SQL Pool vulnerability assessment disabled,68
Azure Synapse SQL pool not encrypted,68
Azure Synapse Spark Pool not using isolated compute,66
Azure Synapse Workspace does not have extended audit logs,69
Azure Synapse Workspace not encrypted with a Customer Managed Key (CMK),69
Azure Synapse Workspace vulnerability assessment is disabled,69
Azure Synapse Workspaces do not enable managed virtual networks,70
Azure Synapse workspace administrator login password exposed,64
Azure Synapse workspaces have IP firewall rules attached,70
Azure Users and Machine Identities with Administrative Permissions,71
Azure Users and Machine Identities with Excessive Policies,71
Azure Users and Machine Identities with IAM Data Read permissions are unused for 90 days,71
Azure Users and Machine Identities with IAM Data Write permissions are unused for 90 days,71
Azure Users and Machine Identities with IAM Metadata Read permissions are unused for 90 days,72
Azure Users and Machine Identities with IAM Metadata Write permissions are unused for 90 days,72
Azure VM OS disk is encrypted with the default encryption key instead of ADE/CMK,72
Azure VM OS disk is not configured with any encryption,70
Azure VM associated with entities that have risky permissions,67
Azure VM data disk is encrypted with the default encryption key instead of ADE/CMK,73
Azure VM data disk is not configured with any encryption,70
Azure VM data disk is not encrypted with ADE/CMK,69
Azure VM disk configured with overly permissive network access,74
Azure VM instance associated managed identities with Key Vault management access (data access is not included),70
Azure VM instance associated managed identity with Azure built-in roles of Owner permissions,69
Azure VM instance with Run command permissions,67
Azure VM instance with data destruction permissions,67
Azure VM instance with database management write access permissions,71
Azure VM instance with risky Storage account permissions,67
Azure VPN is not configured with cryptographic algorithm,65
Azure Virtual Desktop disk encryption not configured with Customer Managed Key (CMK),71
Azure Virtual Desktop session host is not configured with managed identity,67
Azure Virtual Desktop workspace diagnostic log is disabled,67
Azure Virtual Machine (Linux) does not authenticate using SSH keys,67
Azure Virtual Machine (Windows) secure boot feature is disabled,68
Azure Virtual Machine not protected with Azure Backup,67
Azure Virtual Machine scale sets Boot Diagnostics Disabled,68
Azure Virtual Machine vTPM feature is disabled,69
Azure Virtual Machine with network path from the internet (0.0.0.0/0),64
Azure Virtual Machine with network path from the internet (0.0.0.0/0) on Admin ports,65
Azure Virtual Machine with network path from the internet (0.0.0.0/0) on ports 80/443,68
Azure Virtual Machine with network path from the untrust internet source on ports with high risk,67
Azure Virtual Machines are not utilising Managed Disks,70
Azure Virtual Machines does not utilise Managed Disks,68
Azure Virtual Network subnet is not configured with a Network Security Group,71
Azure Virtual machine NIC has IP forwarding enabled,68
Azure Virtual machine configured with public IP and serial console access,73
Azure Virtual machine scale sets are not utilising Managed Disks,71
Azure Virtual network not protected by DDoS Protection Standard,67
Azure Windows VM does not enable encryption,68
Azure application gateway does not have WAF enabled,69
Azure cache for Redis has public network access enabled,75
Azure cognitive search does not disable public network access,70
Azure container container group is not deployed into a virtual network,69
Azure data factories are not encrypted with a customer-managed key,70
Azure disk data access authentication mode not enabled,72
Azure disk is unattached and is encrypted with the default encryption key instead of ADE/CMK,77
Azure effective permissions granting wildcard resource access,73
Azure entities with risky permissions,68
Azure file sync enables public network access,73
Azure front door does not use WAF in Detection or Prevention modes,70
Azure log profile not capturing activity logs for all regions,75
Azure repository does not dismiss pull request approvals on the default branch when new commits are pushed,65
Azure repository missing NPM lock file,65
Azure resources that support tags do not have tags,67
Azure storage account does allow public access,71
Azure storage account has a blob container that is publicly accessible,69
Azure storage account has a blob container with public access,69
Azure storage account infrastructure encryption is disabled,72
Azure storage account logging for queues is disabled,74
Azure storage account logging setting for blobs is disabled,75
Azure storage account logging setting for tables is disabled,75
Azure subscription permission for Microsoft Entra tenant is set to 'Allow everyone',71
Azure subscriptions with custom roles are overly permissive,69
Azure subscriptions with custom roles does not have minimum permissions,69
Azure user executing remote commands on virtual machines,67
Azure user not restricted to create Microsoft Entra Security Group,69
Azure user reading database master keys,67
Azure virtual network peer is disconnected,67
Azure web app does not redirect all HTTP traffic to HTTPS in Azure App Service Slot,64
Backend of the API management system does not utilize HTTPS,73
Backup Vault is not encrypted at rest using KMS CMK,69
Base image uses a latest version tag,68
Base64 High Entropy String detected in code,66
Basic Auth Credential detected in code,68
Basic roles used at the folder level,72
Basic roles utilized at the organization level,72
Bearer token detected in code,68
Bedrock Agent not encrypted with Customer Master Key (CMK),70
Big Table Instances do not have deletion protection enabled,70
BigQuery tables do not have deletion protection enabled,70
Binding to all network interfaces,76
BitBucket access key has a weak SSH signature,71
BitBucket branch protection rule allows push to default branch,68
BitBucket private repository made public,67
BitBucket repository missing NPM lock file,66
BitBucket repository webhook SSL verification is disabled,70
BitBucket webhooks sent over unencrypted channel,66
Bitbucket Key detected in code,67
Boot disks for instances do not use CSEKs,72
Bot impersonation detected in HTTP traffic,66
Braintree Access Token detected in code,71
Braintree Payments Id detected in code,67
Braintree Payments Key detected in code,67
Browser failed to present a valid Prisma Session Cookie,68
Browser impersonation detected in HTTP traffic,63
Brute force attack and privilege escalation risk on a publicly exposed Azure Virtual Machine with risky Key Vault management access,69
Brute force attack and privilege escalation risk on a publicly exposed Azure Virtual Machine with risky permissions,69
Brute force attack and privilege escalation risk to an AWS IAM User with high privileges and MFA disabled has excessive login failures,72
Brute force attack risk on a publicly exposed Azure Virtual Machine with Owner permissions,68
Brute force attack risk on a publicly exposed Azure Virtual Machine with data destruction permissions,69
Brute force attack risk on a publicly exposed Azure Virtual Machine with risky storage account permissions,69
Brute force attack risk on a publicly exposed Azure Virtual Machine with run command permissions,68
Buildkite Agent Token detected in code,69
Buildtime resource is not deployed to AWS runtime environments,73
Buildtime resource is not deployed to Azure runtime environments,71
Buildtime resource is not deployed to GCP runtime environments,73
Business analytics bot activity,68
CAP_SYS_ADMIN Linux capability is used,67
CORS allows resource to access app services,69
CORS allows resources to access function apps,72
CPU limits are not set,71
CPU request is not set,67
"CRLF Injection risk due to publicly exposed and vulnerable AWS EC2 instance [Python, CVE-2020-26137]",70
"CRLF Injection risk due to publicly exposed and vulnerable AWS Lambda function [Python, CVE-2020-26137]",71
